,PROP_TYPE,ADDRESS,CITY,ZIP,PRICE,LOCATION,SQFT,YR_BUILT,MLS#,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,BUS_COUNTS,FnB_COUNTS
231,Vacant Land,2875 Forest Park Dr,Los Angeles,90032,69000,El Sereno,3223.827432733158,1962.9808163265307,23-303063,34.080631,-118.1968036,2299,2264.82390681939,2030,25.0,0.0
232,Vacant Land,0 Paradise Ln,Topanga,90290,299000,TOP - Topanga,3223.827432733158,1962.9808163265307,SR23155828,34.117493,-118.574245,5656,7330.8129987086595,16429,0.0,0.0
236,Vacant Land,3820 barryknoll,Los Angeles,90065,111000,623 - Glassel Park,3223.827432733158,1962.9808163265307,OC23147277,34.114824,-118.226623,1619,3864.9541680805905,3143,8.0,0.0
237,Vacant Land,2245 E Live Oak Dr,Los Feliz,90068,10,637 - Los Feliz,3223.827432733158,1962.9808163265307,PW23146890,34.1114799,-118.3087684,1832,2312.3137314555,1311,1.0,0.0
238,Vacant Land,4000 N Elderbank Dr,Los Angeles,90031,95000,679 - Montecito Heights,3223.827432733158,1962.9808163265307,CV23146445,34.093057,-118.1986405,845,3279.58831133542,1137,7.0,0.0
239,Vacant Land,513 Quail Dr,Los Angeles,90065,110000,Mt Washington,3223.827432733158,1962.9808163265307,23-297013,34.103671,-118.2100847,921,4208.70926962528,820,8.0,0.0
240,Vacant Land,517 Quail Dr,Los Angeles,90065,110000,Mt Washington,3223.827432733158,1962.9808163265307,23-296978,34.1037227,-118.2098968,907,4218.20023823244,817,8.0,0.0
241,Vacant Land,1553 Cliff Dr,Los Angeles,90065,119500,Mt Washington,3223.827432733158,1962.9808163265307,23-296087,34.100371,-118.227749,2471,4007.01764225814,2359,17.0,0.0
244,Vacant Land,4301 Scandia Way,Los Angeles,90065,85000,618 - Eagle Rock,3223.827432733158,1962.9808163265307,IV23131147,34.1192571,-118.2212117,1256,4203.31671289815,3253,15.0,2.0
245,Vacant Land,1946 Seigneur Ave,Los Angeles,90032,80000,621 - El Sereno,3223.827432733158,1962.9808163265307,AR23130527,34.0657234,-118.1772924,3977,2745.86542262374,4471,23.0,0.0
246,Vacant Land,1954 Seigneur Ave,Los Angeles,90032,80000,621 - El Sereno,3223.827432733158,1962.9808163265307,AR23130518,34.0659367,-118.1772339,3949,2757.55687261885,4497,22.0,0.0
247,Vacant Land,1950 Seigneur Ave,Los Angeles,90032,80000,621 - El Sereno,3223.827432733158,1962.9808163265307,AR23130524,34.0658285,-118.1772572,3963,2752.29064315679,4484,22.0,0.0
248,Vacant Land,4433 Hayes St,Los Angeles,90063,275000,699 - Not Defined,3223.827432733158,1962.9808163265307,DW23125242,34.06057,-118.169749,4356,3262.32213746944,3665,16.0,0.0
249,Vacant Land,0 Off Beverly Glen Blvd,Bel Air,90077,35000,C04 - Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,EV23124083,34.101405,-118.441643,1566,4727.830939210529,8885,0.0,0.0
250,Vacant Land,4781 Marmion Way,Los Angeles,90042,29999,Highland Park,3223.827432733158,1962.9808163265307,23-287711,34.1032212,-118.2054058,486,4244.57296784598,684,11.0,0.0
251,Vacant Land,0 N Kleinert Ln,Beverly Hills,90210,100000,Beverly Hills Post Office,3223.827432733158,1962.9808163265307,23-287633,34.123966,-118.415252,1499,6194.40566092173,6235,0.0,0.0
252,Vacant Land,0 Potosi Ave,Studio City,91604,175000,Studio City,3223.827432733158,1962.9808163265307,23-285971,34.135942,-118.413361,1388,5184.60116459708,5666,0.0,0.0
253,Vacant Land,1 Valley Vista Dr,Glendale,91206,118000,Glendale-Chevy Chase/E. Glen Oaks,3223.827432733158,1962.9808163265307,23-285503,34.146816,-118.208814,4469,2384.15074329771,5120,1.0,1.0
254,Vacant Land,0 Valley Vista Dr,Glendale,91206,59000,Glendale-Chevy Chase/E. Glen Oaks,3223.827432733158,1962.9808163265307,23-285485,34.14689,-118.208718,4480,2392.63312117224,5126,0.0,0.0
255,Vacant Land,2600 N Adkins Ave,Los Angeles,90032,125000,El Sereno,3223.827432733158,1962.9808163265307,23-285139,34.0771483,-118.171905,2340,3570.57821352972,4793,11.0,0.0
256,Vacant Land,2661 N Adkins Ave,Los Angeles,90032,125000,El Sereno,3223.827432733158,1962.9808163265307,23-285141,34.0772772,-118.1724621,2357,3616.3673834603906,4729,14.0,0.0
257,Vacant Land,2671 N Adkins Ave,Los Angeles,90032,125000,El Sereno,3223.827432733158,1962.9808163265307,23-285147,34.0770431,-118.1724955,2385,3634.8323949798305,4734,13.0,0.0
259,Vacant Land,0 SUNNY Cv,Los Angeles,90068,40000,C10 - West Hollywood Vicinity,3223.827432733158,1962.9808163265307,DW23113082,34.121017,-118.344616,2219,3951.2719351985106,2703,8.0,0.0
260,Vacant Land,0 Woods Dr,West Hollywood,90069,225000,C20 - Hollywood,3223.827432733158,1962.9808163265307,DW23113074,34.102894,-118.37059,5054,3769.4691749465105,3571,8.0,3.0
261,Vacant Land,0 4379-020-001,Beverly Hills,90077,30000,BGLN - Beverly Glen,3223.827432733158,1962.9808163265307,SW23112965,34.101486,-118.457197,2254,4863.36445717646,9240,0.0,0.0
262,Vacant Land,10310 Vermont,Los Angeles,90044,255000,C34 - Los Angeles Southwest,3223.827432733158,1962.9808163265307,CV23054306,33.942723,-118.2913739,1974,5991.15303033332,1884,21.0,1.0
263,Vacant Land,0 NONE,Hollywood Hills,90046,115000,C03 - Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,SR23096396,34.106914,-118.378837,4104,4133.26350255276,4542,0.0,0.0
264,Vacant Land,0 Beech & Glenalbyn,Mount Washington,90065,40000,680 - Mount Washington,3223.827432733158,1962.9808163265307,PW23103925,34.093074,-118.218504,1545,2785.50383746561,982,15.0,0.0
265,Vacant Land,0 OAKDEN,Los Angeles,90046,39000,699 - Not Defined,3223.827432733158,1962.9808163265307,OC23106056,34.107692,-118.370903,4430,4378.457501782769,3695,1.0,1.0
266,Vacant Land,0 Beech & Glenalbyn,Mount Washington,90065,40000,680 - Mount Washington,3223.827432733158,1962.9808163265307,PW23103923,34.093038,-118.217915,1483,2771.45449670386,940,15.0,0.0
267,Vacant Land,2033 Barnett Rd,Los Angeles,90032,189999,621 - El Sereno,3223.827432733158,1962.9808163265307,PW23106232,34.0676898,-118.171832,3497,3394.66132154843,4636,18.0,0.0
268,Vacant Land,0 Mimosa Dr,Los Angeles,90065,90000,Glassell Park,3223.827432733158,1962.9808163265307,23-277411,34.115893,-118.230922,1416,3375.23238327177,3590,15.0,1.0
269,Vacant Land,815 Mount Washington Dr,Los Angeles,90065,249000,Mt Washington,3223.827432733158,1962.9808163265307,23-277359,34.1015099,-118.2200202,1796,3932.01890051478,1545,0.0,0.0
270,Vacant Land,0 Clifton St,Los Angeles,90031,180000,677 - Lincoln Hts,3223.827432733158,1962.9808163265307,IV23092631,34.082564,-118.205164,1842,1708.61432925671,1093,24.0,0.0
271,Vacant Land,3521 Tacoma,Glassell Park,90065,99500,623 - Glassel Park,3223.827432733158,1962.9808163265307,CV23092424,34.0982481,-118.2261691,2352,3677.75296522539,2067,14.0,0.0
272,Vacant Land,2401 San Marco Dr,Los Angeles,90068,146000,Hollywood Hills East,3223.827432733158,1962.9808163265307,23-274273,34.1147051,-118.33134,1744,2549.97366795915,1886,7.0,2.0
274,Vacant Land,3732 N Knobhill Dr,Sherman Oaks,91423,224999,SO - Sherman Oaks,3223.827432733158,1962.9808163265307,SR23088229,34.1390168,-118.4487986,2577,2861.16639989336,8941,0.0,0.0
275,Vacant Land,3724 N Knobhill Dr,Sherman Oaks,91423,239000,SO - Sherman Oaks,3223.827432733158,1962.9808163265307,SR23088219,34.1387875,-118.448928,2549,2891.65593167815,8968,0.0,0.0
276,Vacant Land,310 Altamont St,Cypress Park,90065,68000,CYPK - Cypress Park,3223.827432733158,1962.9808163265307,OC23083595,34.09798,-118.220739,1748,3478.28204018161,1561,6.0,0.0
277,Vacant Land,2842 N Forest Park Dr,Los Angeles,90032,79000,El Sereno,3223.827432733158,1962.9808163265307,23-263881,34.0796554,-118.1958958,2460,2296.91570216913,2179,25.0,0.0
278,Vacant Land,3304 Reynolds Ave,Los Angeles,90032,199000,El Sereno,3223.827432733158,1962.9808163265307,23-265001,34.08306,-118.196923,1999,2426.66167549786,1897,23.0,0.0
279,Vacant Land,3652 Altamont St,Los Angeles,90065,150000,Mt Washington,3223.827432733158,1962.9808163265307,23-265811,34.0972153,-118.2205544,1717,3373.44972012844,1547,6.0,0.0
280,Vacant Land,4361 Otero Dr,Los Angeles,90032,45000,El Sereno,3223.827432733158,1962.9808163265307,23-265775,34.080643,-118.195818,2344,2362.57105081257,2129,24.0,0.0
281,Vacant Land,4371 Otero Dr,Los Angeles,90032,45000,El Sereno,3223.827432733158,1962.9808163265307,23-265399,34.079514,-118.189594,2577,2698.46649101479,2826,15.0,0.0
284,Vacant Land,0 Thomas St,Lincoln Heights,90031,199900,677 - Lincoln Hts,3223.827432733158,1962.9808163265307,SR23057132,34.07998,-118.20562,2190,1415.65265998629,1289,29.0,4.0
285,Vacant Land,2021 Oakden Dr,Los Angeles,90046,99000,Sunset Strip - Hollywood Hills West,3223.827432733158,1962.9808163265307,23-257659,34.1077871,-118.3716818,4437,4369.33876563926,3782,0.0,1.0
286,Vacant Land,4012 E Rising Dr,Los Angeles,90032,55000,El Sereno,3223.827432733158,1962.9808163265307,23-257771,34.0790004,-118.1975029,2473,2097.63436692208,2069,22.0,0.0
287,Vacant Land,4018 E Rising Dr,Los Angeles,90032,89000,El Sereno,3223.827432733158,1962.9808163265307,23-257747,34.0789161,-118.1972584,2493,2117.90979742041,2098,22.0,0.0
288,Vacant Land,466 N Quail Dr,Los Angeles,90065,125000,Mt Washington,3223.827432733158,1962.9808163265307,23-257613,34.1026932,-118.2094019,793,4088.5023918775105,669,10.0,0.0
289,Vacant Land,2423 N Basil Ln,Los Angeles,90077,99000,Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,23-257431,34.1179252,-118.4474794,441,5700.89037884722,9893,0.0,0.0
290,Vacant Land,3800 Oakfield Dr,Sherman Oaks,91423,279000,Sherman Oaks,3223.827432733158,1962.9808163265307,23-256585,34.139705,-118.447284,2643,2778.34843507623,8749,0.0,0.0
291,Vacant Land,3734 Oakfield Dr,Sherman Oaks,91423,269000,Sherman Oaks,3223.827432733158,1962.9808163265307,23-256591,34.1387828,-118.4476349,2525,2898.89883981185,8840,0.0,0.0
292,Vacant Land,3742 Oakfield Dr,Sherman Oaks,91423,265000,Sherman Oaks,3223.827432733158,1962.9808163265307,23-256587,34.1390207,-118.4474739,2554,2868.32018837468,8809,0.0,0.0
293,Vacant Land,3636 Division,Los Angeles,90065,199000,680 - Mount Washington,3223.827432733158,1962.9808163265307,CV23054200,34.1086384,-118.2214707,1223,4780.60250196984,2156,0.0,0.0
294,Condo/Co-op,10749 New Haven St #6,Sun Valley,91352,199000,SUNV - Sun Valley,369.0,1965.0,PW23040165,34.2267004,-118.3657844,4490,3840.29553463634,7928,21.0,2.0
295,Vacant Land,2700 Paradise Dr,Los Angeles,90032,39999,C24 - Northern,3223.827432733158,1962.9808163265307,SR23052580,34.0783115,-118.1983764,2530,1971.45907838167,2040,23.0,0.0
296,Vacant Land,2690 Paradise Dr,Los Angeles,90032,39999,C24 - Northern,3223.827432733158,1962.9808163265307,SR23052512,34.0782386,-118.1983933,2538,1965.92423967904,2044,24.0,0.0
297,Vacant Land,3971 Hopevale Dr,Sherman Oaks,91403,114000,Sherman Oaks,3223.827432733158,1962.9808163265307,23-255367,34.1425547,-118.4636361,3681,2858.27044923445,10276,0.0,0.0
299,Vacant Land,3714 Division,Mount Washington,90065,210000,680 - Mount Washington,3223.827432733158,1962.9808163265307,AR23045414,34.1108837,-118.2206434,1008,4702.63358113768,2300,0.0,0.0
302,Multi-Family,1547 E 41st St,Los Angeles,90011,560000,C34 - Los Angeles Southwest,1008.0,1947.0,MB24002157,34.0086772,-118.2464265,1106,3562.64781136242,847,30.0,0.0
303,Condo/Co-op,2700 Cahuenga Blvd E #2112,Los Angeles,90068,599000,C30 - Hollywood Hills East,696.0,1975.0,SR23229795,34.1186309,-118.3368348,1641,3254.33369060727,2304,6.0,2.0
305,Condo/Co-op,4239 Via Arbolada #204,Los Angeles,90042,599000,Monterey Hills,1023.0,1982.0,24-344979,34.0964337,-118.188294,543,4347.36772172632,2039,0.0,1.0
306,Condo/Co-op,26051 Vermont Ave Unit 301C,Harbor City,90710,520000,124 - Harbor City,1032.0,1978.0,PV24002587,33.785391,-118.297898,4372,518.115279603916,11731,11.0,1.0
307,Single Family Residential,4365 O Neill St,Los Angeles,90032,550000,621 - El Sereno,864.0,1910.0,RS24003288,34.0798411,-118.1906787,2567,2680.10942132683,2697,16.0,0.0
308,Condo/Co-op,6224 Morse Ave,North Hollywood,91606,600000,Valley Glen,1345.0,1964.0,23-319385,34.185131,-118.415568,3857,4780.1931379546095,4860,20.0,2.0
309,Single Family Residential,1231 S Rowan Ave,Los Angeles,90023,599999,BOYH - Boyle Heights,590.0,1921.0,MB24002573,34.0180626,-118.1874352,4499,183.44175019825,2244,23.0,0.0
310,Single Family Residential,7533 Maie Ave,Los Angeles,90001,599999,C37 - Metropolitan South,572.0,1922.0,MB24002346,33.9715662,-118.2446676,3392,3330.12136941665,330,24.0,0.0
312,Single Family Residential,2436 E 115th St,Los Angeles,90059,549998,WATT - Watts,1044.0,1937.0,DW24002234,33.930411,-118.2289742,1224,1792.77345773864,1006,8.0,0.0
313,Condo/Co-op,2700 E Cahuenga Blvd #4103,Los Angeles,90068,578000,Hollywood Hills East,1002.0,1975.0,24-343669,34.1186309,-118.3368348,1641,3254.33369060727,2304,6.0,2.0
314,Single Family Residential,519 S Bernal,East Los Angeles,90063,624995,ELA - East Los Angeles,840.0,1923.0,IV24000565,34.0324982,-118.1995498,2144,1761.78277386907,855,31.0,0.0
315,Single Family Residential,1016 W 99th St,Los Angeles,90044,599900,C36 - Metropolitan Southwest,704.0,1940.0,DW24001246,33.9459132,-118.2925615,1630,6234.36354631458,2313,28.0,0.0
319,Single Family Residential,826 E 82nd St,Los Angeles,90001,625000,Metropolitan South,1706.0,1931.0,24-342781,33.964449,-118.2598126,1455,5212.99792781401,1959,22.0,4.0
320,Condo/Co-op,10600 Eastborne Ave #6,Los Angeles,90024,569000,C05 - Westwood - Century City,728.0,1961.0,SR24000674,34.054255,-118.4302784,2465,2422.5158993244,2427,11.0,18.0
322,Condo/Co-op,2069 E 120th St,Los Angeles,90059,544999,699 - Not Defined,1492.0,2003.0,MB24000006,33.9234525,-118.2361458,981,738.5472145915351,636,25.0,0.0
323,Single Family Residential,11419 Acala Ave,San Fernando,91340,619900,SF - San Fernando,760.0,1987.0,CV23230484,34.2777004,-118.4502292,1157,653.671973367721,16820,24.0,1.0
324,Single Family Residential,229 W 87th St,Los Angeles,90003,629000,C34 - Los Angeles Southwest,1150.0,1911.0,OC24000034,33.9587752,-118.2770489,630,6076.12897296196,3769,36.0,3.0
325,Condo/Co-op,7625 Reseda Blvd #308,Reseda,91335,517777,RES - Reseda,1372.0,1980.0,SR23231280,34.2091672,-118.5364908,6508,1554.55341051403,18599,17.0,14.0
326,Single Family Residential,1547 W 99th St,Los Angeles,90047,624999,699 - Not Defined,889.0,1940.0,SW23225883,33.9461674,-118.3040718,2475,4957.541582893849,2718,25.0,0.0
327,Vacant Land,15929 W Mulholland Pl,Los Angeles,90049,599000,C04 - Bel Air - Holmby Hills,3223.827432733158,1962.9808163265307,SR23230757,34.1308037,-118.4802087,4214,3621.61480721516,12578,2.0,0.0
331,Condo/Co-op,1401 lomita Blvd #102,Harbor City,90710,625899,124 - Harbor City,1070.0,2010.0,SB23229517,33.7988924,-118.3017185,4984,1505.2985834838,12068,0.0,0.0
332,Vacant Land,2008 Hanscom Dr,South Pasadena,91031,600000,658 - So. Pasadena,3223.827432733158,1962.9808163265307,SB23229486,34.1002674,-118.1735173,1185,3556.8196953414,2582,0.0,0.0
333,Single Family Residential,927 N Hazard Ave,East Los Angeles,90063,568000,ELA - East Los Angeles,1110.0,1926.0,CV23218634,34.0469214,-118.180119,3579,1296.10133485381,2162,22.0,0.0
334,Condo/Co-op,5055 Coldwater Canyon Ave #217,Sherman Oaks,91423,635000,SO - Sherman Oaks,1063.0,1973.0,OC23226867,34.1627661,-118.4143009,4153,3929.9389615983105,4244,22.0,4.0
335,Single Family Residential,1715 E 113th St,Los Angeles,90059,550000,C37 - Metropolitan South,1387.0,2006.0,DW23227852,33.9323528,-118.2429214,353,1183.80092953346,771,14.0,0.0
341,Multi-Family,4164 S Normandie Ave,Los Angeles,90037,625000,Los Angeles Southwest,2340.0,1910.0,23-340419,34.0076291,-118.2997204,1838,3883.98978005558,1691,29.0,0.0
342,Multi-Family,155 E Colden Ave,Los Angeles,90003,630000,C34 - Los Angeles Southwest,1427.0,1921.0,DW23219925,33.9493889,-118.2718729,1359,4746.2858425483,2958,31.0,3.0
343,Condo/Co-op,1426 Brett Pl #6,San Pedro,90732,599900,193 - San Pedro - North,1120.0,1987.0,SB23226684,33.7568539,-118.3071006,2150,2486.32132963045,12791,12.0,1.0
345,Single Family Residential,10307 Stanford Ave,Los Angeles,90002,599000,C34 - Los Angeles Southwest,1390.0,1944.0,DW23221524,33.9429813,-118.2626925,1516,3424.14427726212,2100,32.0,10.0
349,Single Family Residential,11967 Adelphia Ave,Pacoima,91331,635999,Pacoima,1435.0,1957.0,23-338441,34.2876095,-118.4109072,4701,4019.7088170887905,16479,9.0,0.0
353,Multi-Family,1615 W 39th Pl,Los Angeles,90062,639000,PHHT - Park Hills Heights,1721.0,1914.0,DW23209267,34.0139826,-118.3094638,2565,2883.18499442649,587,24.0,7.0
354,Single Family Residential,9519 Parmelee Ave,Los Angeles,90002,590000,C37 - Metropolitan South,1125.0,1930.0,DW23170204,33.9498051,-118.2504678,1799,3627.8848725625903,1303,27.0,3.0
356,Townhouse,5207 Village,Los Angeles,90016,629000,PHHT - Park Hills Heights,826.0,1942.0,PW23219634,34.020728,-118.3588981,767,2974.88436926453,687,20.0,2.0
357,Single Family Residential,1205 W 88th St,Los Angeles,90044,595000,C36 - Metropolitan Southwest,1092.0,1922.0,OC23218344,33.958129,-118.2962609,1118,5871.57205185522,3983,28.0,1.0
358,Multi-Family,2117 E 112th St,Los Angeles,90059,635000,WATT - Watts,1050.0,1921.0,DW23218978,33.9335532,-118.2343042,673,1642.715967551,822,5.0,0.0
360,Multi-Family,1202 E 75th St,Los Angeles,90001,600000,Metropolitan South,1592.0,1965.0,23-335703,33.9721388,-118.2541927,2562,4085.2916184163696,1234,26.0,0.0
362,Condo/Co-op,5259 Village,Los Angeles,90016,579000,PHHT - Park Hills Heights,896.0,1942.0,SR23183677,34.0203611,-118.3597774,726,2959.16432194863,787,21.0,2.0
364,Single Family Residential,3922 Dobinson St,Los Angeles,90063,525000,699 - Not Defined,840.0,1928.0,IG23215771,34.0482999,-118.1821366,3378,1524.58504471593,2188,20.0,0.0
365,Multi-Family,2411 Griffith Ave,Los Angeles,90011,549000,C34 - Los Angeles Southwest,1064.0,1924.0,MB23215405,34.0213166,-118.2568081,650,2054.31586522811,751,28.0,2.0
366,Townhouse,3711 Baldwin St #1106,Los Angeles,90031,588000,677 - Lincoln Hts,890.0,2008.0,SR23211647,34.0716529,-118.2011165,3339,1291.40081593495,2486,21.0,4.0
367,Multi-Family,4457 Mettler St,Los Angeles,90011,554900,C34 - Los Angeles Southwest,1437.0,1921.0,RS23212846,34.0022994,-118.2667334,829,3520.51157044743,2609,30.0,2.0
372,Single Family Residential,629 E 91st St,Los Angeles,90002,599900,C37 - Metropolitan South,1867.0,1925.0,SR23209497,33.9540215,-118.2640587,1104,4727.5865813912305,2439,28.0,2.0
373,Vacant Land,10144 Sunland,Shadow Hills,91040,575000,672 - Shadow Hills,3223.827432733158,1962.9808163265307,CV23207170,34.2597928,-118.3399282,4103,6800.00025360985,12956,6.0,0.0
374,Condo/Co-op,2424 S Gaffey St #318,San Pedro,90731,599000,181 - Point Fermin,1216.0,1975.0,SW23205845,33.7219451,-118.2920909,1269,2628.1731044101,12649,16.0,2.0
376,Mobile/Manufactured Home,16321 Pacific Coast Hwy #86,Pacific Palisades,90272,599000,Pacific Palisades,736.0,1967.0,23-328787,34.0386073,-118.5382316,280,5937.29295607068,6173,7.0,1.0
377,Single Family Residential,644 E 76th St,Los Angeles,90001,575000,Metropolitan South,1602.0,1925.0,23-329323,33.9709611,-118.2634336,1777,5039.2691791413,2275,32.0,1.0
379,Condo/Co-op,1435 N Fairfax Ave #8,West Hollywood,90046,524888,C10 - West Hollywood Vicinity,626.0,1955.0,PW23204032,34.0966349,-118.3617633,4798,3483.40431276177,2667,32.0,7.0
380,Vacant Land,1229 Dodds Cir,Los Angeles,90063,550000,City Terrace,3223.827432733158,1962.9808163265307,23-328003,34.0525586,-118.1915875,2527,1690.58425557334,2372,21.0,1.0
381,Single Family Residential,6515 Cimarron St,Los Angeles,90047,619000,C34 - Los Angeles Southwest,1450.0,1928.0,GD23203607,33.9802467,-118.3160951,1288,5334.60219460206,1954,41.0,0.0
382,Multi-Family,450 W 2nd St,San Pedro,90731,599900,189 - Barton Hill,1412.0,1910.0,PW23202549,33.7425982,-118.2867581,813,2113.02277185142,10988,30.0,24.0
385,Vacant Land,52270110-08 N Bonnie Beach Pl,Los Angeles,90063,628680,699 - Not Defined,3223.827432733158,1962.9808163265307,SB23197768,34.051062,-118.180502,3629,1853.08985776266,2600,26.0,0.0
386,Single Family Residential,4855 Ascot Ave,Los Angeles,90011,545000,C42 - Downtown L.A.,700.0,1920.0,PW23198254,33.9990917,-118.2501374,1170,3159.38941278854,918,38.0,2.0
387,Vacant Land,1256 Schick Ave,Los Angeles,90063,554280,699 - Not Defined,3223.827432733158,1962.9808163265307,SB23197752,34.052869,-118.185943,3122,2131.41575984687,2589,22.0,0.0
