,index,SALE TYPE,PROP_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT,YR_BUILT,DAYS ON MARKET,PRICE_SQFT,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
5469,5713,MLS Listing,Condo/Co-op,81-11 45th Ave Unit 9O,Elmhurst,NY,11373.0,318000.0,1.0,1.0,Elmhurst Towers,650.0,0.0,1961.0,97.0,489.2307692307692,840.0,Active,https://www.redfin.com/NY/Elmhurst/8111-45th-Ave-11373/unit-9O/home/21692775,OneKey® MLS as Distributed by MLS Grid,3516307,N,Y,40.741763,-73.883461,623.594559778847,544.646216036292,190.122646997928,24.0,24.0,9.0,75.0
5470,5714,MLS Listing,Condo/Co-op,81-11 45th Ave Unit 3M,Elmhurst,NY,11373.0,488000.0,2.0,1.0,Elmhurst,950.0,0.0,1957.223290965304,173.0,513.6842105263158,0.0,Active,https://www.redfin.com/NY/Elmhurst/8111-45th-Ave-11373/unit-3M/home/52429842,BNYMLS,476062,N,Y,40.741763,-73.883461,623.594559778847,544.646216036292,190.122646997928,24.0,24.0,9.0,75.0
5473,5717,MLS Listing,Condo/Co-op,83-06 Vietor Ave Unit 6J,Elmhurst,NY,11373.0,315000.0,1.0,1.0,8306 Vietor Owners Corp,750.0,0.0,1938.0,183.0,420.0,873.0,Active,https://www.redfin.com/NY/Queens/8306-Vietor-Ave-11373/unit-6J/home/22037388,OneKey® MLS as Distributed by MLS Grid,3499028,N,Y,40.742554,-73.881542,730.412307653527,589.654571505903,54.880121485649696,24.0,24.0,7.0,71.0
5474,5718,MLS Listing,Condo/Co-op,83-06 Vietor Ave Unit 3F,Elmhurst,NY,11373.0,428888.0,2.0,1.0,Vietor Owners Corp,1200.0,0.0,1932.0,109.0,357.4066666666667,1123.0,Active,https://www.redfin.com/NY/Queens/8306-Vietor-Ave-11373/unit-3F/home/188241732,OneKey® MLS as Distributed by MLS Grid,3514053,N,Y,40.742554,-73.881542,730.412307653527,589.654571505903,54.880121485649696,24.0,24.0,7.0,71.0
5475,5719,MLS Listing,Condo/Co-op,83-45 Vietor Ave Unit 6E,Elmhurst,NY,11373.0,265000.0,0.0,1.0,83-45 Owners Association,1820.9035045607297,0.0,1961.0,80.0,145.53214892292053,612.0,Active,https://www.redfin.com/NY/Elmhurst/8345-Vietor-Ave-11373/unit-6E/home/108535912,OneKey® MLS as Distributed by MLS Grid,3518909,N,Y,40.7437112,-73.8812108,708.0650006673729,534.811535986071,205.366130465203,24.0,24.0,5.0,90.0
5476,5720,MLS Listing,Condo/Co-op,83-30 Vietor Ave #506,Elmhurst,NY,11373.0,325000.0,1.0,1.0,Beekman House,800.0,0.0,1963.0,549.0,406.25,809.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-506/home/40078205,OneKey® MLS as Distributed by MLS Grid,3423992,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5477,5721,MLS Listing,Condo/Co-op,83-30 Vietor Ave Unit 1A,Elmhurst,NY,11373.0,197000.0,0.0,1.0,8330 Vietor Ave Corp,600.0,0.0,1962.0,362.0,328.3333333333333,668.0,Active,https://www.redfin.com/NY/Flushing/83-30-Vietor-Ave-11373/unit-1A/home/189155073,OneKey® MLS as Distributed by MLS Grid,3458025,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5478,5722,MLS Listing,Condo/Co-op,83-30 Vietor Ave #413,Elmhurst,NY,11373.0,368000.0,1.0,1.0,Beekman House,1050.0,0.0,1963.0,100.0,350.4761904761905,858.0,Active,https://www.redfin.com/NY/Flushing/83-30-Vietor-Ave-11373/unit-413/home/188538867,OneKey® MLS as Distributed by MLS Grid,3515986,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5479,5723,MLS Listing,Condo/Co-op,8330 Vietor Ave #223,Elmhurst,NY,11373.0,349900.0,1.0,1.0,Co-Op,1820.9035045607297,0.0,1963.0,268.0,192.15735437030148,754.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-223/home/40297568,OneKey® MLS as Distributed by MLS Grid,3480827,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5480,5724,MLS Listing,Condo/Co-op,83-30 Vietor Ave #327,Elmhurst,NY,11373.0,315000.0,1.0,1.0,Co-Op,750.0,0.0,1963.0,40.0,420.0,812.0,Active,https://www.redfin.com/NY/Flushing/83-30-Vietor-Ave-11373/unit-327/home/185834761,OneKey® MLS as Distributed by MLS Grid,3524574,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5481,5725,MLS Listing,Condo/Co-op,83-30 Vietor Ave Unit 7C,Elmhurst,NY,11373.0,349000.0,1.0,1.0,Beekman House,800.0,0.0,1963.0,39.0,436.25,801.0,Active,https://www.redfin.com/NY/Flushing/83-30-Vietor-Ave-11373/unit-7C/home/189125132,OneKey® MLS as Distributed by MLS Grid,3524948,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5482,5726,MLS Listing,Condo/Co-op,83-30 Vietor Ave #414,Elmhurst,NY,11373.0,328000.0,1.0,1.0,Beekman House,800.0,0.0,1963.0,45.0,410.0,820.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-414/home/28684160,OneKey® MLS as Distributed by MLS Grid,3523809,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5483,5727,MLS Listing,Condo/Co-op,83-30 Vietor Ave #603,Elmhurst,NY,11373.0,339000.0,1.0,1.0,8330 Vietor Ave Corp,800.0,0.0,1957.223290965304,54.0,423.75,820.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-603/home/20643985,OneKey® MLS as Distributed by MLS Grid,3507049,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5484,5728,MLS Listing,Condo/Co-op,83-30 Vietor Ave #721,Elmhurst,NY,11373.0,438000.0,2.0,1.0,Beekman House,1820.9035045607297,0.0,1963.0,157.0,240.53992916316673,1075.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-721/home/20636441,OneKey® MLS as Distributed by MLS Grid,3504217,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5485,5729,MLS Listing,Condo/Co-op,83-30 Vietor Ave #621,Elmhurst,NY,11373.0,430000.0,2.0,1.0,83-30 Owner Corp,1065.0,0.0,1963.0,342.0,403.75586854460096,1065.0,Active,https://www.redfin.com/NY/Elmhurst/8330-Vietor-Ave-11373/unit-621/home/21691961,OneKey® MLS as Distributed by MLS Grid,3464167,N,Y,40.7431099,-73.880957,759.2364726605741,598.313749172021,152.351103461998,24.0,24.0,7.0,72.0
5486,5730,MLS Listing,Condo/Co-op,81-11 45 Ave Unit 7N,Elmhurst,NY,11373.0,615000.0,2.0,2.0,Elmhurst Towers Corp Apt,1200.0,0.0,1961.0,114.0,512.5,1263.0,Active,https://www.redfin.com/NY/Queens/81-11-45th-Ave-11373/unit-7N/home/39585865,OneKey® MLS as Distributed by MLS Grid,3513308,N,Y,40.741763,-73.883461,623.594559778847,544.646216036292,190.122646997928,24.0,24.0,9.0,75.0
5489,5733,MLS Listing,Condo/Co-op,42-32 82nd St Unit 7B,Elmhurst,NY,11373.0,648000.0,2.0,1.0,42-32 82 St.,1820.9035045607297,0.0,2002.0,88.0,355.86729246057547,280.0,Active,https://www.redfin.com/NY/Elmhurst/4232-82nd-St-11373/unit-7B/home/20667084,OneKey® MLS as Distributed by MLS Grid,3517831,N,Y,40.7420016,-73.8832736,614.773394367164,523.8924368412929,154.87337820289,24.0,24.0,10.0,76.0
5490,5734,MLS Listing,Condo/Co-op,45-16 83rd St Unit E3A,Elmhurst,NY,11373.0,739000.0,2.0,2.0,Elmhurst Plaza Tower Llc,933.0,0.0,2020.0,99.0,792.0685959271168,0.0,Active,https://www.redfin.com/NY/Elmhurst/4516-83rd-St-11373/unit-E-3A/home/173219244,OneKey® MLS as Distributed by MLS Grid,3516091,N,Y,40.7413305,-73.8817265,810.1534356706861,703.255854970895,168.209051892019,24.0,24.0,11.0,72.0
5494,5738,MLS Listing,Multi-Family,4255 77th St,Elmhurst,NY,11373.0,1590000.0,8.0,3.0,Elmhurst,2376.0,4000.0,1925.0,34.0,669.1919191919192,0.0,Active,https://www.redfin.com/NY/Flushing/4255-77th-St-11373/home/20930575,OneKey® MLS as Distributed by MLS Grid,H6285066,N,Y,40.741974,-73.887457,406.373635774852,496.86317861367905,609.670808085806,24.0,24.0,5.0,76.0
5496,5740,MLS Listing,Condo/Co-op,74-25 43 Ave Unit 1B,Elmhurst,NY,11373.0,613999.0,2.0,1.0,Qiu Fang Llc,1820.9035045607297,0.0,2020.0,69.0,337.19469398688403,150.0,Active,https://www.redfin.com/NY/Queens/74-25-43rd-Ave-11373/unit-1B/home/179597041,OneKey® MLS as Distributed by MLS Grid,3520630,N,Y,40.7425476,-73.8897989,393.30135679842897,590.86863845613,625.802094794062,24.0,24.0,7.0,72.0
5497,5741,MLS Listing,Condo/Co-op,41-58 71 St Unit 1C,Woodside,NY,11377.0,388888.0,1.0,1.0,Woodside,660.0,0.0,1988.0,26.0,589.2242424242424,0.0,Active,https://www.redfin.com/NY/Woodside/4158-71st-St-11377/unit-1C/home/20668932,BNYMLS,479417,N,Y,40.743252,-73.894208,750.5602017492951,987.675993339613,513.3985721522671,24.0,24.0,12.0,69.0
5498,5742,MLS Listing,Condo/Co-op,41-35 67th St Unit MD1,Woodside,NY,11377.0,678000.0,0.0,2.0,67 Street Asset Llc,2280.0,3800.0,2007.0,16.0,297.36842105263156,1675.0,Active,https://www.redfin.com/NY/Flushing/41-35-67th-St-11377/unit-MD1/home/178367745,OneKey® MLS as Distributed by MLS Grid,3529243,N,Y,40.7434672,-73.8973364,1082.71457378984,1320.26812498815,432.568594185912,24.0,24.0,10.0,73.0
5499,5743,MLS Listing,Condo/Co-op,41-38 66th St Unit 5B,Woodside,NY,11377.0,728000.0,3.0,2.0,Condo,1450.0,0.0,2009.0,135.0,502.0689655172414,460.0,Active,https://www.redfin.com/NY/Flushing/4138-66th-St-11377/unit-5B/home/28685171,OneKey® MLS as Distributed by MLS Grid,3508897,N,Y,40.7436792,-73.8983202,1186.15743785794,1423.34752954946,443.48514889190494,24.0,24.0,11.0,72.0
5500,5744,MLS Listing,Condo/Co-op,39-82 65th Pl Unit 4F,Woodside,NY,11377.0,278000.0,1.0,1.0,3982 65th Pl,1820.9035045607297,0.0,1925.0,83.0,152.67146188895057,811.0,Active,https://www.redfin.com/NY/Flushing/39-82-65th-Pl-11377/unit-4F/home/167040872,OneKey® MLS as Distributed by MLS Grid,3518390,N,Y,40.743804,-73.899283,1289.56163601874,1527.14547035158,489.89166676667105,24.0,24.0,12.0,59.0
5501,5745,MLS Listing,Condo/Co-op,41-42 73rd St Unit 1G,Woodside,NY,11377.0,325000.0,1.0,1.0,The Kensington,1820.9035045607297,0.0,1965.0,18.0,178.48282415075158,604.0,Active,https://www.redfin.com/NY/Woodside/4142-73rd-St-11377/unit-1G/home/20627604,OneKey® MLS as Distributed by MLS Grid,3528770,N,Y,40.7438856,-73.8920229,491.13843961232,728.70034766924,412.409777948052,24.0,24.0,9.0,80.0
5502,5746,MLS Listing,Condo/Co-op,41-20 71st St Unit 2D,Woodside,NY,11377.0,408000.0,1.0,1.0,Woodside Manor,601.0,5002.0,1987.0,182.0,678.8685524126456,0.0,Active,https://www.redfin.com/NY/Flushing/4120-71st-St-11377/unit-2D/home/20936172,OneKey® MLS as Distributed by MLS Grid,3497690,N,Y,40.7448877,-73.8944428,738.645245733883,977.308430882775,303.670006520763,24.0,24.0,10.0,81.0
5503,5747,MLS Listing,Condo/Co-op,40-45 68th St Unit 4A,Woodside,NY,11377.0,488000.0,1.0,1.0,40-45 68th St. Corp.,613.0,0.0,2008.0,69.0,796.0848287112561,231.0,Active,https://www.redfin.com/NY/Woodside/4045-68th-St-11377/unit-4A/home/35626018,OneKey® MLS as Distributed by MLS Grid,3520559,N,Y,40.7449118,-73.8967473,995.0588073226111,1233.69386250975,211.154900088963,24.0,24.0,10.0,88.0
5504,5748,MLS Listing,Condo/Co-op,40-06 68 St Unit 6B,Woodside,NY,11377.0,483000.0,1.0,1.0,86 Manor Condominium,487.0,0.0,2024.0,3.0,991.7864476386037,322.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-6B/home/189757086,OneKey® MLS as Distributed by MLS Grid,3531908,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5505,5749,MLS Listing,Condo/Co-op,40-06 68 St Unit 6A,Woodside,NY,11377.0,504000.0,1.0,1.0,86 Manor Condominium,509.0,0.0,2024.0,3.0,990.1768172888015,309.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-6A/home/189757088,OneKey® MLS as Distributed by MLS Grid,3531909,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5506,5750,MLS Listing,Condo/Co-op,40-06 68 St Unit 6A,Woodside,NY,11377.0,504000.0,1.0,1.0,86 Manor Condominium,509.0,0.0,2024.0,3.0,990.1768172888015,309.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-6A/home/189757088,OneKey® MLS as Distributed by MLS Grid,3531909,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5507,5751,MLS Listing,Condo/Co-op,40-06 68 St Unit 2B,Woodside,NY,11377.0,649000.0,2.0,2.0,86 Manor Condominium,683.0,0.0,2024.0,3.0,950.2196193265007,433.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-2B/home/189757055,OneKey® MLS as Distributed by MLS Grid,3531907,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5508,5752,MLS Listing,Condo/Co-op,40-06 68 St Unit 2A,Woodside,NY,11377.0,684000.0,2.0,1.0,86 Manor Condominium,667.0,0.0,2024.0,10.0,1025.487256371814,0.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-2A/home/189678112,OneKey® MLS as Distributed by MLS Grid,3530619,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5509,5753,MLS Listing,Condo/Co-op,40-06 68 St Unit 4C,Woodside,NY,11377.0,822000.0,2.0,2.0,86 Manor Condominium,844.0,0.0,2024.0,3.0,973.9336492890995,549.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-4C/home/189757087,OneKey® MLS as Distributed by MLS Grid,3531911,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5510,5754,MLS Listing,Condo/Co-op,40-12 73rd St Unit C3,Woodside,NY,11377.0,349999.0,1.0,1.0,73,1820.9035045607297,0.0,1926.0,66.0,192.21172298442738,620.0,Active,https://www.redfin.com/NY/Woodside/4012-73rd-St-11377/unit-C3/home/20633133,OneKey® MLS as Distributed by MLS Grid,3521171,N,Y,40.746136,-73.892611,559.269446972146,788.677460438881,160.166415423241,24.0,24.0,9.0,89.0
5511,5755,MLS Listing,Condo/Co-op,40-06 68 St Unit 2C,Woodside,NY,11377.0,791000.0,2.0,2.0,86 Manor Condominium,833.0,0.0,2024.0,3.0,949.5798319327731,528.0,Active,https://www.redfin.com/NY/Woodside/40-06-68th-St-11377/unit-2C/home/189758096,OneKey® MLS as Distributed by MLS Grid,3531928,N,Y,40.7459057,-73.8974248,1078.3216096016,1314.61234156065,129.35994676871,24.0,24.0,11.0,87.0
5513,5757,MLS Listing,Multi-Family,4043 69th St,Woodside,NY,11377.0,998000.0,4.0,2.0,Woodside,1820.9035045607297,1700.0,1910.0,203.0,548.0795646229233,0.0,Active,https://www.redfin.com/NY/Woodside/4043-69th-St-11377/home/20936875,OneKey® MLS as Distributed by MLS Grid,3486287,N,Y,40.7451054,-73.8958271,892.603267432463,1131.04462987782,190.323399617092,24.0,24.0,11.0,88.0
5514,5758,MLS Listing,Multi-Family,40-26 69th St,Woodside,NY,11377.0,1380000.0,6.0,2.0,Woodside,1680.0,1700.0,1915.0,301.0,821.4285714285714,0.0,Active,https://www.redfin.com/NY/Queens/40-26-69th-St-11377/home/185214204,OneKey® MLS as Distributed by MLS Grid,3473378,N,Y,40.7454729,-73.896466,965.9675855212489,1203.60002541716,125.399368235653,24.0,24.0,10.0,88.0
5517,5761,MLS Listing,Multi-Family,39-69 65th Pl,Flushing,NY,11377.0,1395000.0,4.0,2.0,Flushing,1820.9035045607297,2150.0,1925.0,111.0,766.1031990470722,0.0,Active,https://www.redfin.com/NY/Flushing/3969-65th-Pl-11377/home/20936222,OneKey® MLS as Distributed by MLS Grid,3513777,N,Y,40.7441336,-73.8986781,1216.79834729293,1454.95005531481,409.657691728419,24.0,24.0,11.0,69.0
5518,5762,MLS Listing,Multi-Family,45-16 50th St,Woodside,NY,11377.0,1399000.0,5.0,2.0,Woodside,1820.9035045607297,2500.0,1930.0,136.0,768.2999107289276,0.0,Active,https://www.redfin.com/NY/Flushing/4516-50th-St-11377/home/20916176,OneKey® MLS as Distributed by MLS Grid,3509087,N,Y,40.7420631,-73.9153411,2465.85794984181,3332.76975447886,378.528910589242,24.0,24.0,17.0,78.0
5519,5763,MLS Listing,Single Family Residential,7424 43rd Ave,Elmhurst,NY,11373.0,1780000.0,3.0,3.5,Elmhurst,2356.0,3223.0,1920.0,88.0,755.5178268251274,0.0,Active,https://www.redfin.com/NY/Flushing/7424-43rd-Ave-11373/home/20927871,OneKey® MLS as Distributed by MLS Grid,3502655,N,Y,40.7422324,-73.8897563,429.42161774371505,617.4800311110471,671.6914221833009,24.0,24.0,7.0,68.0
5520,5764,MLS Listing,Multi-Family,41-33 68 St,Woodside,NY,11377.0,1545000.0,5.0,3.0,Woodside,1820.9035045607297,2000.0,1940.0,153.0,848.4798871166498,0.0,Active,https://www.redfin.com/NY/Woodside/4133-68th-St-11377/home/20933601,OneKey® MLS as Distributed by MLS Grid,3504641,N,Y,40.7435797,-73.8964717,985.047948517489,1222.60595739685,403.446733675971,24.0,24.0,13.0,77.0
5524,5768,MLS Listing,Condo/Co-op,37-56 87th St Unit 1B,Jackson Heights,NY,11372.0,399000.0,2.0,1.0,Monticello Gardens,1820.9035045607297,0.0,1951.0,175.0,219.12199026507656,950.0,Active,https://www.redfin.com/NY/Queens/3756-87th-St-11372/unit-1B/home/187189531,OneKey® MLS as Distributed by MLS Grid,3500502,N,Y,40.7486851,-73.8795883,1039.00391333024,860.0948779931009,333.702287385871,24.0,24.0,4.0,52.0
5525,5769,MLS Listing,Condo/Co-op,37-26 87th St Unit 6F,Jackson Heights,NY,11372.0,469000.0,2.0,1.0,Monticello Gardens,950.0,0.0,1951.0,11.0,493.6842105263158,926.0,Active,https://www.redfin.com/NY/Jackson-Heights/37-26-87th-St-11372/unit-6F/home/189663362,OneKey® MLS as Distributed by MLS Grid,3530226,N,Y,40.749416,-73.8796895,1091.97816194574,922.075714946935,373.13181733844306,24.0,24.0,5.0,57.0
5526,5770,MLS Listing,Multi-Family,41-31 95th St,Elmhurst,NY,11373.0,1150000.0,4.0,3.0,Elmhurst,1404.0,1517.0,1920.0,216.0,819.088319088319,0.0,Active,https://www.redfin.com/NY/Flushing/4131-95th-St-11373/home/20926454,OneKey® MLS as Distributed by MLS Grid,3492062,N,Y,40.7461071,-73.8697837,1765.19221746342,1774.63683547819,447.29840189278303,24.0,24.0,8.0,21.0
5527,5771,MLS Listing,Multi-Family,95-13 41st Ave,Elmhurst,NY,11373.0,1688000.0,7.0,2.0,Elmhurst,1820.9035045607297,2504.0,1901.0,38.0,927.0123297429805,0.0,Active,https://www.redfin.com/NY/Elmhurst/9513-41st-Ave-11373/home/20926458,OneKey® MLS as Distributed by MLS Grid,3525416,N,Y,40.747354,-73.869923,1748.09104274346,1784.3917152928,266.835956048044,24.0,24.0,7.0,27.0
5528,5772,MLS Listing,Multi-Family,37-38 91st St,Jackson Heights,NY,11372.0,1600000.0,6.0,4.0,Jackson Heights,2200.0,2558.0,1920.0,19.0,727.2727272727273,0.0,Active,https://www.redfin.com/NY/Jackson-Heights/3738-91st-St-11372/home/20931683,OneKey® MLS as Distributed by MLS Grid,3528668,N,Y,40.7494894,-73.8759842,1445.08940783065,1258.23570674415,173.636666881532,24.0,24.0,4.0,30.0
5531,5775,MLS Listing,Condo/Co-op,37-51 86th St Unit 1-L,Jackson Heights,NY,11372.0,297000.0,1.0,1.0,Herrick Manor,789.0,0.0,1955.0,80.0,376.42585551330797,851.0,Active,https://www.redfin.com/NY/Jackson-Heights/3751-86th-St-11372/unit-1L/home/28941640,OneKey® MLS as Distributed by MLS Grid,3519021,N,Y,40.7486963,-73.8800395,998.086506550657,822.230175343153,383.781478990316,24.0,24.0,4.0,57.0
5532,5776,MLS Listing,Condo/Co-op,37-50 87th St Unit 4 A,Jackson Heights,NY,11372.0,270000.0,1.0,1.0,Monticello Gardens,1820.9035045607297,0.0,1950.0,146.0,148.27803852523977,720.0,Active,https://www.redfin.com/NY/Jackson-Heights/3750-87th-St-11372/unit-4A/home/20645058,OneKey® MLS as Distributed by MLS Grid,3506440,N,Y,40.748944,-73.8797307,1047.07486628043,872.012558945067,355.8853329841,24.0,24.0,4.0,53.0
5533,5777,MLS Listing,Condo/Co-op,37-27 86 St Unit 5K,Jackson Heights,NY,11372.0,280000.0,1.0,1.0,Bradford House,1820.9035045607297,0.0,1951.0,24.0,153.76981772987827,525.0,Active,https://www.redfin.com/NY/Queens/37-27-86th-St-11372/unit-5K/home/178990439,OneKey® MLS as Distributed by MLS Grid,3527621,N,Y,40.7491407,-73.8801772,1024.28866751146,854.934370699224,411.11299194690497,24.0,24.0,4.0,58.0
5534,5778,MLS Listing,Condo/Co-op,37-28 85th St #31,Jackson Heights,NY,11370.0,432000.0,1.0,1.0,Linden Court,1820.9035045607297,0.0,1920.0,17.0,237.24486164038365,618.0,Active,https://www.redfin.com/NY/Queens/37-28-85th-St-11372/unit-31/home/184199412,OneKey® MLS as Distributed by MLS Grid,3529134,N,Y,40.7491988,-73.8815771,912.423448879759,758.2972216403,326.928892234338,24.0,24.0,6.0,72.0
5535,5779,MLS Listing,Condo/Co-op,37-32 89th St Unit 6B,Jackson Heights,NY,11372.0,580000.0,1.0,2.0,The Jackson,870.0,0.0,2022.0,703.0,666.6666666666666,367.0,Active,https://www.redfin.com/NY/Queens/37-32-89th-St-11372/unit-6B/home/178677497,OneKey® MLS as Distributed by MLS Grid,3384114,N,Y,40.7494499,-73.8778676,1260.92409881062,1080.57522694124,207.23031775886,24.0,24.0,6.0,48.0
5536,5780,MLS Listing,Condo/Co-op,37-32 89th St Unit 1B,Jackson Heights,NY,11372.0,599000.0,2.0,2.0,The Jackson,705.0,0.0,2022.0,732.0,849.645390070922,287.0,Active,https://www.redfin.com/NY/Queens/37-32-89th-St-11372/unit-1B/home/178316055,OneKey® MLS as Distributed by MLS Grid,3376614,N,Y,40.7494499,-73.8778676,1260.92409881062,1080.57522694124,207.23031775886,24.0,24.0,6.0,48.0
5537,5781,MLS Listing,Condo/Co-op,37-32 89th St Unit 1A,Jackson Heights,NY,11372.0,599000.0,1.0,1.0,The Jackson,958.0,0.0,2022.0,730.0,625.2609603340293,271.0,Active,https://www.redfin.com/NY/Queens/37-32-89th-St-11372/unit-1A/home/178354316,OneKey® MLS as Distributed by MLS Grid,3377206,N,Y,40.7494499,-73.8778676,1260.92409881062,1080.57522694124,207.23031775886,24.0,24.0,6.0,48.0
5538,5782,MLS Listing,Condo/Co-op,37-20 87 St Unit 2B,Jackson Heights,NY,11372.0,449000.0,2.0,1.0,Monticello Gardens,1820.9035045607297,0.0,1950.0,520.0,246.5808862882691,926.0,Active,https://www.redfin.com/NY/Jackson-Heights/3720-87th-St-11372/unit-2B/home/20660402,OneKey® MLS as Distributed by MLS Grid,3429629,N,Y,40.7495535,-73.8798175,1093.40994763239,926.103251149852,394.440955248768,24.0,24.0,5.0,66.0
5539,5783,MLS Listing,Condo/Co-op,37-20 87 St Unit 2C,Jackson Heights,NY,11372.0,199000.0,0.0,1.0,37-20 87th Street Realty,1820.9035045607297,0.0,1950.0,169.0,109.28640617230636,514.0,Active,https://www.redfin.com/NY/Jackson-Heights/3720-87th-St-11372/unit-2C/home/20660149,OneKey® MLS as Distributed by MLS Grid,3501747,N,Y,40.7495535,-73.8798175,1093.40994763239,926.103251149852,394.440955248768,24.0,24.0,5.0,66.0
5540,5784,MLS Listing,Condo/Co-op,35-51 85 St Unit 2C,Jackson Heights,NY,11372.0,344000.0,1.0,1.0,Roosevelt Terrace,1820.9035045607297,0.0,1950.0,9.0,188.91720463956474,671.0,Active,https://www.redfin.com/NY/Jackson-Heights/3551-85th-St-11372/unit-2C/home/20639174,OneKey® MLS as Distributed by MLS Grid,3530675,N,Y,40.7507495,-73.8811907,1110.53569577007,971.7601947841341,532.982197965197,24.0,24.0,8.0,86.0
5541,5785,MLS Listing,Condo/Co-op,35-31 85th St Unit 8J,Jackson Heights,NY,11372.0,558800.0,3.0,1.0,Roosevelt Terrace,1050.0,0.0,1954.0,149.0,532.1904761904761,1052.0,Active,https://www.redfin.com/NY/Queens/3531-85th-St-11372/unit-8J/home/187637823,OneKey® MLS as Distributed by MLS Grid,3506030,N,Y,40.7512615,-73.8813769,1157.97730331825,1027.27247580984,589.005492160821,24.0,24.0,9.0,86.0
5542,5786,MLS Listing,Condo/Co-op,35-11 85th St Unit 2C,Jackson Heights,NY,11372.0,293000.0,1.0,1.0,Roosevelt Terrace,649.0,0.0,1953.0,269.0,451.4637904468413,671.0,Active,https://www.redfin.com/NY/Queens/3511-85th-St-11372/unit-2C/home/185521474,OneKey® MLS as Distributed by MLS Grid,3480515,N,Y,40.7517144,-73.8816827,1194.11359121571,1072.1124046231,636.703978753511,24.0,24.0,9.0,85.0
5543,5787,MLS Listing,Condo/Co-op,85-28 Grand Ave Unit 4C,Elmhurst,NY,11373.0,472000.0,1.0,1.0,Grandview,700.0,0.0,1990.0,84.0,674.2857142857143,409.0,Active,https://www.redfin.com/NY/Elmhurst/8528-Grand-Ave-11373/unit-4C/home/20904868,OneKey® MLS as Distributed by MLS Grid,3517837,N,Y,40.73531,-73.8812513,1549.87083794749,1516.10807233178,513.6455264764751,24.0,24.0,9.0,57.0
5545,5789,MLS Listing,Condo/Co-op,87-12 Grand Ave Unit GAR3,Elmhurst,NY,11373.0,60000.0,0.0,0.0,Madison Plaza,1820.9035045607297,0.0,1987.0,22.0,32.95067522783106,0.0,Active,https://www.redfin.com/NY/Flushing/8712-Grand-Ave-11373/unit-GAR3/home/163346487,OneKey® MLS as Distributed by MLS Grid,3528012,N,Y,40.7364321,-73.8785713,1571.5021678093,1495.05438428313,172.804027090432,24.0,24.0,16.0,66.0
